82.1962	3.49142e-05	-0.000120716
89.8551	0	0
31.4305	0.000154196	-4.60277e-05
90	0	0
59.4278	1.39531e-05	1.5529e-05
30.9334	2.08076e-06	-1.68027e-05
57.6654	-9.07738e-05	3.13786e-05
81.4116	-0.000152581	-5.37719e-05
92.0297	3.05176e-05	-3.05176e-05
85.5263	0	0
84.375	0	0
62.6809	-4.3286e-05	-1.05176e-05
89.93	8.31392e-06	-8.62663e-06
90	0	0
14.414	-1.78614e-05	3.70963e-05
54.8349	-1.44943e-05	-5.46248e-05
83.4859	-9.76563e-05	1.52588e-05
89.2105	0	0
56.8646	-1.18146e-05	1.24627e-05
88.75	0.000643021	-0.000639884
88.3333	0	0
83.5525	6.14055e-06	-6.41637e-06
78.3002	5.85212e-05	-0.000273124
59.3255	5.69989e-05	4.87212e-05
69.3873	1.99173e-05	-7.6678e-06
86.8182	0	0
88.0435	0	0
60.4579	1.42536e-05	-2.45517e-05
90	0	0
48.5556	2.74992e-05	9.1115e-06
84.7458	0	0
76.6399	-4.27294e-05	3.67895e-05
52.8458	7.35196e-06	1.06261e-05
74.1687	-4.11055e-06	-3.56113e-06
32.6447	-2.40094e-05	-4.5898e-05
82.4956	9.21398e-06	-3.10801e-05
90	0	0
47.2084	-8.22375e-06	1.48691e-05
89.4444	0	0
51.9554	-1.45632e-05	-1.31855e-05
34.8843	2.0097e-06	2.57873e-05
79.2717	-0.000128032	-0.000123634
84.7282	3.89622e-06	-4.24887e-06
82.7154	-5.98093e-05	-6.06214e-05
88.5185	0	0
71.3576	-1.64876e-05	-4.18929e-06
85	0	0
55.4167	0	0
55.5576	-6.62126e-05	3.97664e-05
78.2212	9.11111e-06	-6.35903e-06
85.8333	0	0
84.4444	0	0
89.6	0	0
18.5086	8.09411e-06	3.14607e-05
57.7184	8.69214e-05	-0.000108001
67.5	0.000114282	-0.000191813
41.877	-1.00855e-05	-5.18325e-05
40.7692	0	0
88.8889	0	0
89.7297	0	0
88.1481	0	0
86.6667	0	0
34.6993	-5.98348e-05	3.34707e-05
31.1437	2.83905e-05	2.72393e-05
86.4286	0	0
83.9394	0	0
83.6977	-3.16571e-06	-6.88692e-05
72.5239	-0.000122582	0.000104363
34.3685	7.62656e-06	-4.81986e-07
58.0669	-3.10562e-05	-2.18193e-05
