1331
0	507696	0	0	90
0	137915	0	0	90
0	22757	0	0	90
0	120328	0	0	90
0	123025	0	0	90
0	131263	0	0	90
0	147073	0	0	80
0	175835	0	0	90
0	180037	0	0	90
0	194044	0	0	90
0	205234	0	0	90
0	207030	0	0	90
0	208031	0	0	90
0	277277	0	0	90
0	295315	0	0	90
0	325346	0	0	90
0	392726	0	0	90
0	459622	0	0	90
0	497792	0	0	90
0	507010	0	0	90
0	531386	0	0	80
0	578821	0	0	90
0	600770	0	0	80
0	608376	0	0	90
0	113323	0	0	50
0	127640	0.0113323	0.0592747	50
0	592747	0	0	70
0	94522	0	0	0
0	193714	0.0026137	0.0180037	30
0	452599	0	0	50
0	522229	0.0094522	0.0452599	0
0	9101	0	0	90
0	112040	0.0450906	0.0392726	90
0	450906	0	0	90
0	453488	0	0	90
0	464229	0.0453488	0.0009101	90
0	438303	0.0540429	0.0608376	0
1	1996	0	0	90
1	2255	0	0	90
1	10843	0	0	90
1	18260	0	0	90
1	18519	0	0	90
1	19106	0	0	90
1	21931	0	0	90
1	22757	0	0	90
1	23521	0	0	90
1	34525	0	0	90
1	34947	0	0	90
1	39975	0	0	90
1	40476	0	0	90
1	41693	0	0	90
1	46539	0	0	90
1	46759	0	0	90
1	47888	0	0	90
1	55629	0	0	90
1	56437	0	0	90
1	56970	0	0	90
1	67136	0	0	90
1	70896	0	0	90
1	71149	0	0	90
1	74262	0	0	90
1	75445	0	0	90
1	75757	0	0	90
1	79902	0	0	90
1	95689	0	0	90
1	97762	0	0	90
1	102328	0	0	90
1	105502	0	0	90
1	111411	0	0	90
1	112273	0	0	90
1	112642	0	0	90
1	113017	0	0	90
1	119154	0	0	90
1	121743	0	0	90
1	123025	0	0	90
1	123260	0	0	90
1	123601	0	0	80
1	124428	0	0	90
1	129462	0	0	90
1	131263	0	0	90
1	131721	0	0	90
1	134437	0	0	90
1	137915	0	0	90
1	140118	0	0	90
1	142979	0	0	90
1	146781	0	0	90
1	147073	0	0	80
1	153097	0	0	90
1	153809	0	0	90
1	156663	0	0	90
1	158948	0	0	90
1	173094	0	0	90
1	173301	0	0	90
1	175835	0	0	90
1	176588	0	0	90
1	179785	0	0	90
1	180037	0	0	90
1	180171	0	0	90
1	181079	0	0	90
1	182140	0	0	90
1	185665	0	0	90
1	186098	0	0	90
1	188078	0	0	90
1	189820	0	0	90
1	190019	0	0	90
1	191809	0	0	90
1	192496	0	0	90
1	194044	0	0	90
1	195167	0	0	90
1	196852	0	0	90
1	197656	0	0	90
1	199439	0	0	90
1	199467	0	0	90
1	200053	0	0	90
1	205234	0	0	90
1	205871	0	0	90
1	207030	0	0	90
1	210226	0	0	90
1	219179	0	0	90
1	219322	0	0	90
1	222533	0	0	90
1	224051	0	0	90
1	225587	0	0	90
1	227064	0	0	90
1	230673	0	0	90
1	234212	0	0	90
1	235250	0	0	90
1	237610	0	0	90
1	238223	0	0	90
1	248089	0	0	90
1	248550	0	0	90
1	248699	0	0	90
1	249902	0	0	90
1	254519	0	0	90
1	255153	0	0	90
1	257310	0	0	90
1	261386	0	0	90
1	263294	0	0	90
1	269414	0	0	90
1	270248	0	0	90
1	275261	0	0	90
1	280245	0	0	90
1	283541	0	0	90
1	288237	0	0	90
1	288340	0	0	90
1	294427	0	0	90
1	295315	0	0	90
1	297989	0	0	90
1	304287	0	0	90
1	310379	0	0	90
1	318345	0	0	90
1	318901	0	0	90
1	322770	0	0	90
1	323933	0	0	90
1	325346	0	0	90
1	325936	0	0	90
